Provincia,Partido,Localidad,Link Indec,0-10 Mbps,+10-25 Mbps,+25-50 Mbps,+50-100 Mbps,+100-250 Mbps,+250-500 Mbps,+500-1024 Mbps,4000 Mbps,10000 Mbps,Otras_Velocidades,ADSL,CABLEMODEM,DIAL UP,FIBRA OPTICA,SATELITAL,WIMAX,WIRELESS,Otras_Tecnologias,Totales_Tecnologias
BUENOS AIRES,25 de Mayo,25 de Mayo,6854100,914.0,2356.0,2175.0,702.0,0.0,98.0,0.0,0.0,0.0,0.0,755,4600,0,2,742,0,727,0,6826
BUENOS AIRES,25 de Mayo,Del Valle,6854020,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181,0,0,0,1,0,0,10,192
BUENOS AIRES,25 de Mayo,Ernestina,6854030,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75,0,0,0,0,0,0,0,75
BUENOS AIRES,25 de Mayo,Gobernador Ugarte,6854040,180.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,181,0,181
BUENOS AIRES,25 de Mayo,Lucas Monteverde,6854050,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,6,0,6
BUENOS AIRES,25 de Mayo,Norberto de la Riestra,6854060,1139.0,351.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,782,0,496,0,0,185,16,1479
BUENOS AIRES,25 de Mayo,Pedernales,6854070,179.0,3.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154,0,0,25,0,0,7,21,207
BUENOS AIRES,9 de Julio,12 de Octubre,6588030,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,19,0,19
BUENOS AIRES,9 de Julio,9 de Julio,6588100,8302.0,2383.0,1002.0,1817.0,0.0,1209.0,12.0,0.0,0.0,0.0,4241,3553,80,6238,0,0,831,0,14943
BUENOS AIRES,9 de Julio,Alfredo Demarchi  (Est. Facundo Quiroga),6588010,510.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,450,0,0,0,0,0,0,60,510
BUENOS AIRES,9 de Julio,Dudignac,6588040,389.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,474,0,474
BUENOS AIRES,9 de Julio,Manuel B. Gonnet  (Est. French),6588060,197.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193,0,0,2,0,0,0,2,197
BUENOS AIRES,9 de Julio,Morea,6588080,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,130,0,130
BUENOS AIRES,9 de Julio,Patricios,6588110,110.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81,0,0,0,0,0,50,0,131
BUENOS AIRES,9 de Julio,Villa General Fournier  (Est. 9 de Julio Sud),6588120,85.0,61.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,118,0,0,42,0,160
BUENOS AIRES,Adolfo Alsina,Carhué,6007010,922.0,1231.0,1080.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,766,0,1,1417,0,0,1066,1,3251
BUENOS AIRES,Adolfo Alsina,Colonia San Miguel Arcángel,6007020,208.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,208,0,0,0,0,208
BUENOS AIRES,Adolfo Alsina,Esteban Agustín Gascón,6007050,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,60,0,0,0,0,60
BUENOS AIRES,Adolfo Alsina,Maza,6007070,394.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0,0,0,390,2,0,14,0,406
BUENOS AIRES,Adolfo Alsina,Rivera,6007080,52.0,1175.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1253,0,0,0,0,1253
BUENOS AIRES,Adolfo Gonzales Chaves,Adolfo Gonzales Chaves  (Est. Chaves),6014010,719.0,1423.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,464,0,2,943,0,0,690,0,2099
BUENOS AIRES,Adolfo Gonzales Chaves,De la Garma,6014020,712.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,654,0,0,57,6,717
BUENOS AIRES,Adolfo Gonzales Chaves,Juan E. Barra,6014030,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,46,0,46
BUENOS AIRES,Adolfo Gonzales Chaves,Vásquez,6014040,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,14,0,14
BUENOS AIRES,Alberti,Alberti   (Est. Andrés Vaccarezza),6021010,160.0,302.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,335,0,6,1,0,0,2,0,344
BUENOS AIRES,Alberti,Coronel Seguí,6021020,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,5,0,5
BUENOS AIRES,Alberti,Mechita,6021030,285.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,285,0,0,0,0,0,0,0,285
BUENOS AIRES,Alberti,Villa Ortiz  (Est. Coronel Mom),6021070,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,24,0,24
BUENOS AIRES,Almirante Brown,Adrogué,6028010,455.0,141.0,12079.0,2769.0,1123.0,4367.0,325.0,0.0,0.0,0.0,86,9355,53,12087,1,0,26,91,21699
BUENOS AIRES,Almirante Brown,Burzaco,6028010,1089.0,66.0,11790.0,2760.0,4265.0,7609.0,1030.0,0.0,0.0,53.0,39,16766,35,12073,2,0,309,14,29238
BUENOS AIRES,Almirante Brown,Claypole,6028010,281.0,0.0,4240.0,1011.0,2165.0,3595.0,568.0,0.0,0.0,1.0,4,7732,3,3987,0,0,2,15,11743
BUENOS AIRES,Almirante Brown,Don Orione,6028010,228.0,44.0,19.0,366.0,2051.0,2595.0,496.0,0.0,0.0,0.0,0,5756,0,0,0,0,1,42,5799
BUENOS AIRES,Almirante Brown,Glew,6028010,332.0,35.0,11892.0,1011.0,3557.0,3533.0,741.0,0.0,0.0,1.0,11,9209,10,12012,0,0,54,12,21308
BUENOS AIRES,Almirante Brown,Jose Mármol,6028010,269.0,2.0,1556.0,1512.0,1723.0,3506.0,423.0,0.0,0.0,0.0,0,7604,1,1605,0,0,1,4,9215
BUENOS AIRES,Almirante Brown,Longchamps,6028010,399.0,7.0,7646.0,1533.0,2650.0,4209.0,525.0,0.0,0.0,1.0,16,9478,20,8223,0,0,1,29,17767
BUENOS AIRES,Almirante Brown,Malvinas Argentinas,6028010,83.0,2.0,85.0,574.0,1450.0,2374.0,364.0,0.0,0.0,1.0,1,4921,3,787,0,0,1,6,5719
BUENOS AIRES,Almirante Brown,Ministro Rivadavia,6028010,159.0,0.0,4112.0,326.0,1219.0,1705.0,241.0,0.0,0.0,0.0,3,3666,4,4309,0,0,1,0,7983
BUENOS AIRES,Almirante Brown,Rafael Calzada,6028010,967.0,9.0,10170.0,1537.0,3072.0,5048.0,666.0,0.0,0.0,1.0,9,10941,14,10091,0,0,340,179,21574
BUENOS AIRES,Almirante Brown,San Francisco Solano,6028010,233.0,0.0,3269.0,311.0,1542.0,2122.0,343.0,0.0,0.0,1.0,3,4418,4,4746,0,0,2,128,9301
BUENOS AIRES,Almirante Brown,San Jose,6028010,303.0,0.0,71.0,852.0,3114.0,4063.0,622.0,0.0,0.0,0.0,2,9013,1,1166,3,0,1,1,10187
BUENOS AIRES,Arrecifes,Arrecifes,6077010,1812.0,4934.0,1824.0,1301.0,0.0,399.0,6.0,0.0,0.0,159.0,773,1297,12,6903,1,0,1325,0,10311
BUENOS AIRES,Arrecifes,Todd,6077020,0.0,185.0,125.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,341,0,0,0,0,341
BUENOS AIRES,Arrecifes,Viña,6077030,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,0,0,0,0,0,30,0,80
BUENOS AIRES,Avellaneda,Avellaneda,6035010,1057.0,840.0,5539.0,3594.0,802.0,4488.0,362.0,0.0,0.0,34.0,903,8577,46,7442,8,0,79,168,17223
BUENOS AIRES,Avellaneda,Crucesita,6035010,111.0,19.0,2187.0,2162.0,609.0,2519.0,282.0,0.0,0.0,0.0,1,4834,0,3047,0,0,0,7,7889
BUENOS AIRES,Avellaneda,Dock Sud,6035010,51.0,27.0,1294.0,512.0,262.0,367.0,72.0,0.0,0.0,3.0,11,630,0,1908,0,0,26,13,2588
BUENOS AIRES,Avellaneda,Gerli,6035010,247.0,15.0,3533.0,2554.0,943.0,2980.0,331.0,0.0,0.0,0.0,3,5769,0,4826,0,0,0,5,10603
BUENOS AIRES,Avellaneda,Pineyro,6035010,210.0,8.0,2010.0,2050.0,878.0,2903.0,332.0,0.0,0.0,1.0,9,5704,1,2673,0,0,0,5,8392
BUENOS AIRES,Avellaneda,Sarandí,6035010,673.0,1645.0,9914.0,4703.0,1555.0,5074.0,575.0,0.0,0.0,3.0,703,9510,60,13779,1,0,1,43,24097
BUENOS AIRES,Avellaneda,Villa Domínico,6035010,864.0,46.0,5530.0,3412.0,1722.0,4271.0,776.0,0.0,0.0,2.0,15,8462,2,7525,0,0,600,19,16623
BUENOS AIRES,Avellaneda,Wilde,6035010,810.0,1751.0,11056.0,5335.0,2199.0,6475.0,718.0,0.0,0.0,3.0,329,12033,62,16620,0,0,101,12,29157
BUENOS AIRES,Ayacucho,Ayacucho,6042010,1010.0,1202.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1834,0,2,0,0,0,142,0,1978
BUENOS AIRES,Ayacucho,La Constancia,6042020,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,10,0,10
BUENOS AIRES,Ayacucho,Solanet,6042030,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,27,0,27
BUENOS AIRES,Ayacucho,Udaquiola,6042040,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,46,0,47
BUENOS AIRES,Azul,Azul,6049020,3012.0,692.0,1250.0,8123.0,0.0,5568.0,28.0,0.0,0.0,14.0,1692,14974,48,78,2,0,1145,14,17953
BUENOS AIRES,Azul,Cacharí,6049030,520.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,0,0,521,0,523
BUENOS AIRES,Azul,Chillar,6049040,562.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,565,0,566
BUENOS AIRES,Bahía Blanca,Bahía Blanca,6056010,6754.0,1475.0,5244.0,59755.0,25352.0,26717.0,147.0,0.0,0.0,33.0,3774,103360,388,14732,8,0,2764,64,125090
BUENOS AIRES,Bahía Blanca,Cabildo,6056020,20.0,261.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0,193,4,210,0,0,66,2,475
BUENOS AIRES,Bahía Blanca,General Daniel Cerri  (Est. General Cerri),6056030,88.0,300.0,104.0,929.0,0.0,634.0,2.0,0.0,0.0,0.0,320,1670,1,2,0,0,15,0,2008
BUENOS AIRES,Bahía Blanca,Ingeniero White,6056020,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0,0,0,1,3,0,0,0,4
BUENOS AIRES,Balcarce,Balcarce,6063010,1807.0,612.0,860.0,7503.0,0.0,3532.0,28.0,0.0,0.0,9.0,1347,11903,36,45,0,0,883,9,14223
BUENOS AIRES,Balcarce,Los Pinos,6063020,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0,0,0,0,0,0,30,9,39
BUENOS AIRES,Balcarce,Napaleofú,6063030,144.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,15,0,0,107,0,122
BUENOS AIRES,Balcarce,Ramos Otero,6063040,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,8,0,8
BUENOS AIRES,Balcarce,San Agustín,6063050,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0,0,0,0,0,0,72,3,75
BUENOS AIRES,Balcarce,Villa Laguna La Brava,6063060,35.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,42,0,42
BUENOS AIRES,Baradero,Baradero,6070010,1790.0,62.0,414.0,4040.0,24.0,3060.0,19.0,0.0,0.0,1.0,1010,7486,0,85,2,0,827,0,9410
BUENOS AIRES,Baradero,Irineo Portela,6070020,77.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,78,0,79
BUENOS AIRES,Baradero,Santa Coloma,6070030,53.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,55,0,55
BUENOS AIRES,Baradero,Villa Alsina  (Est. Alsina),6070040,331.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96,0,0,0,0,0,248,10,354
BUENOS AIRES,Benito Juárez,Barker,6084010,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,1,10,2,0,70,0,83
BUENOS AIRES,Benito Juárez,Benito Juárez  (Est. Juárez),6084020,547.0,915.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,650,0,20,563,1,0,147,4,1385
BUENOS AIRES,Benito Juárez,López,6084030,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4,0,0,12,0,16
BUENOS AIRES,Benito Juárez,Villa Cacique  (Est. Alfredo Fortabat),6084050,118.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,20,1,0,100,0,121
BUENOS AIRES,Berazategui,Berazategui,6091010,651.0,1445.0,18616.0,7534.0,4207.0,9910.0,1414.0,0.0,0.0,16.0,247,16915,38,29387,4,0,49,23,46663
BUENOS AIRES,Berazategui,Berazategui Oeste,6091010,19.0,18.0,11065.0,3560.0,49.0,894.0,197.0,0.0,0.0,0.0,16,130,0,15656,0,0,0,0,15802
BUENOS AIRES,Berazategui,Carlos Tomás Sourigues,6091010,35.0,9.0,1284.0,451.0,492.0,824.0,150.0,0.0,0.0,0.0,1,1429,0,1925,0,0,0,2,3357
BUENOS AIRES,Berazategui,Centro Agrícola El Pato,6091010,2047.0,12.0,17.0,99.0,1002.0,725.0,195.0,0.0,0.0,0.0,1348,2061,0,672,0,0,16,0,4097
BUENOS AIRES,Berazategui,Guillermo E. Hudson,6091010,180.0,59.0,7384.0,2392.0,1377.0,3636.0,548.0,0.0,0.0,2.0,40,6090,2,9754,0,0,0,3,15889
BUENOS AIRES,Berazategui,Juan María Gutierrez,6091010,292.0,321.0,2147.0,1004.0,419.0,1363.0,171.0,0.0,0.0,0.0,94,2038,2,5607,0,0,90,0,7831
BUENOS AIRES,Berazategui,Pereyra,6091010,6.0,3.0,330.0,110.0,2.0,112.0,3.0,0.0,0.0,0.0,0,247,1,431,0,0,0,0,679
BUENOS AIRES,Berazategui,Plátanos,6091010,40.0,6.0,1573.0,548.0,673.0,1004.0,251.0,0.0,0.0,3.0,0,1828,0,2273,0,0,0,1,4102
BUENOS AIRES,Berazategui,Ranelagh,6091010,82.0,12.0,6924.0,786.0,840.0,1583.0,220.0,0.0,0.0,0.0,10,2946,13,7764,1,0,0,0,10734
BUENOS AIRES,Berazategui,Villa España,6091010,52.0,1.0,1492.0,690.0,330.0,777.0,100.0,0.0,0.0,0.0,1,1112,0,2328,0,0,0,1,3442
BUENOS AIRES,Berisso,Barrio El Carmen (Este),6098010,40.0,129.0,28.0,15.0,0.0,0.0,0.0,0.0,0.0,170.0,0,0,0,132,0,0,250,0,382
BUENOS AIRES,Berisso,Berisso,6098010,3317.0,7941.0,1496.0,5957.0,636.0,6352.0,740.0,0.0,0.0,4.0,3116,14231,21,7668,0,0,413,6,25455
BUENOS AIRES,Berisso,Villa Arguello,6098010,38.0,129.0,28.0,15.0,0.0,0.0,0.0,0.0,0.0,172.0,0,0,0,132,0,0,250,0,382
BUENOS AIRES,Berisso,Villa Nueva,6098010,38.0,129.0,28.0,15.0,0.0,0.0,0.0,0.0,0.0,172.0,0,0,0,132,0,0,250,0,382
BUENOS AIRES,Berisso,Villa Progreso,6098010,38.0,131.0,30.0,16.0,0.0,0.0,0.0,0.0,0.0,167.0,0,0,0,132,0,0,250,0,382
BUENOS AIRES,Bolívar,Hale,6105010,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0,0,0,0,0,0,0,10
BUENOS AIRES,Bolívar,Juan F. Ibarra,6105020,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1
BUENOS AIRES,Bolívar,Pirovano,6105050,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0,0,0,0,0,0,45,50,95
BUENOS AIRES,Bolívar,San Carlos de Bolívar  (Est. Bolívar),6105060,786.0,463.0,373.0,3683.0,0.0,1146.0,11.0,0.0,0.0,0.0,727,5211,2,11,1,0,255,0,6207
BUENOS AIRES,Bolívar,Urdampilleta,6105070,71.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,5,2,0,0,71,0,78
BUENOS AIRES,Bragado,Bragado,6112010,615.0,344.0,462.0,1750.0,0.0,1103.0,11.0,0.0,0.0,0.0,500,3107,10,249,0,0,212,0,4078
BUENOS AIRES,Bragado,Comodoro Py,6112020,220.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,220,0,0,2,0,222
BUENOS AIRES,Bragado,General O'Brien,6112030,404.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,321,0,0,83,0,0,36,0,440
BUENOS AIRES,Bragado,Irala,6112040,2.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0,0,0,0,22,0,24
BUENOS AIRES,Bragado,Mechita (Est. Mecha),6112070,22.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10,8,0,0,0,0,8,0,26
BUENOS AIRES,Bragado,Olascoaga,6112080,30.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,40,0,40
BUENOS AIRES,Bragado,Warnes,6112090,151.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135,0,0,0,0,0,7,9,151
BUENOS AIRES,Brandsen,Coronel Brandsen,6119050,2193.0,1314.0,2664.0,343.0,0.0,298.0,3.0,0.0,0.0,3.0,1250,420,1,3393,0,0,1208,1,6273
BUENOS AIRES,Brandsen,Jeppener,6119070,815.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,815,0,0,2,0,0,0,0,817
BUENOS AIRES,Campana,Alto Los Cardales,6126010,35.0,0.0,1.0,43.0,53.0,156.0,0.0,0.0,0.0,0.0,0,0,0,253,0,0,41,0,294
BUENOS AIRES,Campana,Barrio Los Pioneros,6126020,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,60,0,60
BUENOS AIRES,Campana,Campana,6126030,1013.0,1654.0,1404.0,12752.0,3984.0,9740.0,381.0,0.0,0.0,237.0,808,18717,1,11565,3,0,44,20,31158
BUENOS AIRES,Campana,Chacras Del Río Luján,6126035,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,35,0,35
BUENOS AIRES,Campana,Lomas del Río Luján (Est. Río Luján),6126040,1.0,0.0,0.0,3.0,21.0,28.0,3.0,0.0,0.0,0.0,0,56,0,0,0,0,0,0,56
BUENOS AIRES,Cañuelas,Alejandro Petión,6134010,198.0,48.0,69.0,329.0,82.0,353.0,61.0,0.0,0.0,1.0,102,894,7,0,0,0,41,0,1044
BUENOS AIRES,Cañuelas,Barrio Belgrano-Máximo Paz,6134030,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,48,0,48
BUENOS AIRES,Cañuelas,Barrio El Taladro,6134020,167.0,23.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,200,0,0,0,0,200
BUENOS AIRES,Cañuelas,Cañuelas,6134030,1163.0,2041.0,1185.0,2632.0,26.0,2170.0,23.0,0.0,0.0,1.0,909,5206,30,2419,1,0,526,0,9091
BUENOS AIRES,Cañuelas,Gobernador Udaondo,6134040,20.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,20,0,21
BUENOS AIRES,Cañuelas,Máximo Paz,6134050,338.0,1.0,31.0,108.0,980.0,1164.0,185.0,0.0,0.0,0.0,0,2536,0,1,0,0,270,0,2807
BUENOS AIRES,Cañuelas,Santa Rosa,6134060,235.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2,0,233,0,235
BUENOS AIRES,Cañuelas,Uribelarrea,6134070,739.0,96.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63,0,0,686,0,0,141,0,890
BUENOS AIRES,Cañuelas,Vicente Casares,6134080,116.0,136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175,0,2,0,0,0,25,0,202
BUENOS AIRES,Capitán Sarmiento,Capitán Sarmiento,6140010,431.0,208.0,879.0,2579.0,0.0,502.0,1.0,0.0,0.0,0.0,144,4200,0,131,0,0,89,0,4564
BUENOS AIRES,Capitán Sarmiento,La Luisa,6140020,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,44,0,44
BUENOS AIRES,Carlos Casares,Cadret,6147020,42.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,48,1,49
BUENOS AIRES,Carlos Casares,Carlos Casares,6147030,2624.0,1274.0,1059.0,1109.0,0.0,841.0,50.0,0.0,0.0,0.0,1167,2,7,3056,0,0,2461,0,6693
BUENOS AIRES,Carlos Casares,La Sofía,6147060,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1
BUENOS AIRES,Carlos Casares,Mauricio Hirsch,6147070,39.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,47,0,47
BUENOS AIRES,Carlos Casares,Moctezuma,6147080,161.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,161,0,161
BUENOS AIRES,Carlos Casares,Santo Tomás,6147095,34.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,44,0,44
BUENOS AIRES,Carlos Casares,Smith,6147100,190.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,190,0,190
BUENOS AIRES,Carlos Tejedor,Carlos Tejedor,6154010,1837.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12,1263,1,68,0,0,499,0,1843
BUENOS AIRES,Carlos Tejedor,Colonia Seré,6154020,127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,50,0,0,77,0,127
BUENOS AIRES,Carlos Tejedor,Curarú,6154030,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,16,0,16
BUENOS AIRES,Carlos Tejedor,Timote,6154040,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,61,0,61
BUENOS AIRES,Carlos Tejedor,Tres Algarrobos  (Est. Cuenca),6154050,199.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,198,0,199
BUENOS AIRES,Carmen de Areco,Carmen de Areco,6161010,1069.0,372.0,140.0,1229.0,0.0,375.0,9.0,0.0,0.0,0.0,322,1750,5,8,0,0,1045,1,3131
BUENOS AIRES,Carmen de Areco,Pueblo Gouin,6161020,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,31,0,31
BUENOS AIRES,Carmen de Areco,Tres Sargentos,6161030,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,107,0,107
BUENOS AIRES,Castelli,Castelli,6168010,1272.0,1006.0,41.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,52,1109,0,1121,2,0,28,0,2312
BUENOS AIRES,Castelli,Centro Guerrero,6168020,35.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,46,0,0,3,0,49
BUENOS AIRES,Castelli,Cerro De La Gloria,6168030,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,7,0,0,0,0,7
BUENOS AIRES,Chacabuco,Castilla,6210010,274.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,274,0,274
BUENOS AIRES,Chacabuco,Chacabuco,6210020,2878.0,629.0,821.0,5686.0,2.0,3625.0,18.0,0.0,0.0,83.0,1334,10152,15,1924,0,0,130,0,13555
BUENOS AIRES,Chacabuco,O'Higgins,6210040,442.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,260,0,0,220,0,0,12,0,492
BUENOS AIRES,Chacabuco,Rawson,6210050,535.0,31.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59,0,0,383,0,0,134,0,576
BUENOS AIRES,Chascomús,Barrio San Cayetano,6217020,110.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,132,0,0,0,0,132
BUENOS AIRES,Chascomús,Chascomús,6217010,3319.0,1332.0,743.0,4646.0,0.0,2848.0,7.0,0.0,0.0,0.0,1847,8030,79,1166,1,0,0,0,11123
BUENOS AIRES,Chascomús,Manuel J. Cobo  (Est. Lezama),6217020,2322.0,204.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98,2000,0,2,0,444,0,0,2544
BUENOS AIRES,Chivilcoy,Benitez,6224005,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,19,0,19
BUENOS AIRES,Chivilcoy,Chivilcoy,6224010,4247.0,3076.0,1659.0,4207.0,0.0,4781.0,28.0,0.0,0.0,2363.0,2031,9012,117,4061,1,0,5530,1,20753
BUENOS AIRES,Chivilcoy,Emilio Ayarza,6224020,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,5,0,5
BUENOS AIRES,Chivilcoy,Gorostiaga,6224030,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55,0,0,0,0,0,2,0,57
BUENOS AIRES,Chivilcoy,La Rica,6224040,76.0,11.0,1.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,39,0,0,0,0,0,97,2,138
BUENOS AIRES,Chivilcoy,Moquehuá,6224050,358.0,9.0,1.0,0.0,0.0,0.0,563.0,0.0,0.0,0.0,0,338,0,563,0,0,30,0,931
BUENOS AIRES,Chivilcoy,Ramón Biaus,6224060,34.0,36.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,77,0,80
